기준_년분기_코드,행정동_코드,행정동_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20251,11440730,성산2동,6703555,2965052,3738503,1067104,1068243,1190237,1156579,972518,1248873,948744,940056,943142,941600,942451,983732,1003830
20251,11440740,상암동,5213228,2522270,2690958,767876,827132,1039620,1064418,750615,763568,781890,797602,784567,809501,788818,639158,611695
20251,11470510,목1동,4742299,2186174,2556125,1379448,510869,545094,925631,670717,710539,665610,663269,661513,675754,694329,720575,661251
20251,11470520,목2동,6870429,3179960,3690469,1197322,910199,1182591,1088342,1010724,1481252,969543,959042,962444,957721,951221,1017871,1052588
20251,11470530,목3동,4960297,2279690,2680607,789654,609767,832210,788826,754904,1184937,702083,693127,698744,693706,695933,723245,753459
20251,11470540,목4동,5666185,2660113,3006073,1291164,702252,685355,917863,967230,1102321,805956,799578,797007,794772,796646,828745,843483
20251,11470550,목5동,4745606,2211270,2534336,1592615,398327,396184,916400,642655,799426,668456,661573,661374,668807,675700,706435,703262
20251,11470560,신월1동,3930134,1948174,1981960,541632,396970,577717,637879,625682,1150253,557630,548785,554033,548317,544170,577706,599495
20251,11470570,신월2동,3447522,1619935,1827587,733715,338575,483426,564148,495517,832143,488624,487001,492591,485303,478677,496723,518605
20251,11470580,신월3동,2694911,1361395,1333516,424753,269778,368475,423625,450888,757391,383132,383109,384208,378890,375013,387921,402637
20251,11470590,신월4동,3419661,1629680,1789983,820961,305404,421313,565073,479346,827565,487518,482991,485007,480459,484132,492829,506723
20251,11470600,신월5동,2793771,1336635,1457137,443862,333703,416189,435996,423252,740771,396288,394731,396518,396724,398063,400309,411139
20251,11470610,신월6동,1046020,502830,543188,167255,96206,158926,179585,176460,267587,147760,148091,150093,147340,145983,152591,154161
20251,11470611,신월7동,2075467,989207,1086259,324992,203353,281470,287421,343546,634684,293013,290392,293418,287938,288909,307121,314674
20251,11470620,신정1동,3167301,1483194,1684107,796414,326558,361994,572897,470576,638863,450616,445734,444857,448818,454739,464591,457946
20251,11470630,신정2동,4523320,2101347,2421974,1271679,461631,447374,800249,686143,856243,638592,632006,630800,636728,645991,669551,669653
20251,11470640,신정3동,7236774,3373583,3863191,1520015,744991,968664,1148900,1136577,1717627,1033951,1026585,1033801,1024350,1022867,1026489,1068730
20251,11470650,신정4동,11161259,5298730,5862530,2014866,1550536,1684552,1822821,1653745,2434738,1583855,1580905,1583017,1583085,1586056,1624071,1620270
20251,11470670,신정6동,1948405,873582,1074823,562259,165991,203822,371528,271851,372954,278114,275763,276331,277853,279999,280472,279871
20251,11470680,신정7동,3037920,1390030,1647889,800899,269251,304483,503537,454128,705622,431449,428072,426304,431594,431215,440227,449058
20251,11500510,염창동,8380426,3917757,4462667,1783521,880188,1662933,1594073,1057143,1402569,1197374,1183066,1187822,1190045,1195151,1202376,1224593
20251,11500520,등촌1동,5076482,2326125,2750358,521771,801473,1300679,864861,629544,958156,731052,723407,726890,724791,727364,716677,726302
20251,11500530,등촌2동,3594111,1675225,1918887,599639,458046,669400,576620,489555,800854,509569,503725,509871,505287,502189,524366,539105
20251,11500535,등촌3동,7140197,3337433,3802764,1037994,938485,1277419,1160180,971801,1754317,1021017,1018692,1019153,1019886,1030295,1018136,1013018
20251,11500540,화곡1동,16737330,7901985,8835344,1819014,2918907,3346735,2729855,2293827,3628990,2362736,2343568,2356706,2344235,2347973,2466496,2515618
20251,11500550,화곡2동,3365443,1542627,1822816,598665,434544,488118,574616,503260,766240,473339,470803,471049,468105,463792,497837,520517
20251,11500560,화곡3동,3838848,1737092,2101756,605722,523326,632646,614994,523284,938875,540378,538390,541371,537035,540903,565820,574950
20251,11500570,화곡4동,4730457,2180722,2549735,898555,570916,687512,755219,689528,1128727,669391,663645,667519,664952,661896,694179,708875
20251,11500590,화곡본동,8047396,3801023,4246373,1267848,1205245,1446996,1297702,1052728,1776875,1134805,1120702,1129839,1120348,1113073,1190365,1238261
20251,11500591,화곡6동,5457855,2550616,2907239,584003,919425,1160610,923280,736435,1134101,766518,763410,768422,761668,768207,805560,824070
20251,11500593,화곡8동,9669499,4536453,5133047,1855656,1256172,1579921,1732238,1322853,1922657,1374834,1371344,1371660,1367824,1368996,1408016,1406828
20251,11500603,가양1동,3111313,1541181,1570131,366666,500052,734813,553379,422031,534372,460789,465956,461860,469120,466207,400728,386654
20251,11500604,가양2동,2113025,964253,1148772,181836,209924,378585,296039,267557,779085,302295,301268,301806,300918,300972,301305,304463
20251,11500605,가양3동,1867782,879413,988368,145931,221882,471545,322450,247768,458206,272127,271822,270793,270765,268574,255683,258017
20251,11500611,발산1동,5406242,2418335,2987907,1423235,613573,648027,935511,784690,1001206,782432,778941,774723,780342,780171,751895,757736
20251,11500615,우장산동,6951637,3198042,3753594,1418911,921009,1023146,1211917,968990,1407663,990414,984592,982897,984986,990764,1010942,1007041
20251,11500620,공항동,5402089,2716086,2686003,1215599,635631,859030,968921,685882,1037028,775455,774224,773131,774264,770249,765255,769509
20251,11500630,방화1동,7292825,3429433,3863393,1364580,711791,1165178,1197566,1045037,1808674,1037248,1031811,1033465,1028696,1036507,1059055,1066042
20251,11500640,방화2동,4694543,2271564,2422979,511711,639120,898574,752243,681534,1211360,662707,658497,661461,660472,657023,687953,706429
20251,11500641,방화3동,2410780,1142767,1268012,374725,220479,389727,411965,362601,651282,341024,338814,340757,336326,336133,353437,364289
20251,11530510,신도림동,6277595,2886687,3390908,1375311,702818,1080486,1161908,847413,1109659,880724,873138,879681,878754,882664,938636,943997
20251,11530520,구로1동,1893061,912104,980956,427889,189219,326011,324714,263006,362222,271105,271769,270460,270617,270445,265978,272686
20251,11530530,구로2동,9386358,4558182,4828177,884463,1029049,1513868,1624157,1835726,2499094,1347485,1341506,1344126,1335614,1323990,1317384,1376251
20251,11530540,구로3동,7010157,3570726,3439433,721640,1061612,1485298,1366979,1058899,1315730,1046316,1055235,1046225,1056948,1053629,879004,872802
20251,11530550,구로4동,7435737,3673723,3762017,693028,771951,1209967,1335164,1400974,2024653,1066243,1065532,1064357,1059017,1057963,1049498,1073128
20251,11530560,구로5동,7152402,3443233,3709169,867142,1093823,1341846,1155764,1135569,1558259,1009575,1003702,1009509,1009925,1015222,1052198,1052272
20251,11530595,가리봉동,3104079,1719620,1384459,138236,578340,664084,592655,542716,588049,448571,450470,449225,450190,446057,416961,442604
20251,11530720,고척1동,4727357,2235304,2492054,830412,603458,706889,707521,759603,1119475,662567,661163,661098,662246,662145,705457,712682
20251,11530730,고척2동,5327769,2519120,2808650,1075068,531198,645322,809473,866929,1399782,754690,751018,750481,743887,743266,781197,803231
20251,11530740,개봉1동,7529512,3576468,3953042,1125650,818741,1130561,1142787,1228583,2083188,1062234,1053421,1049623,1045127,1047353,1120681,1151069
20251,11530750,개봉2동,3929062,1807700,2121362,578272,444056,621217,623287,611693,1050536,550016,545433,549544,540664,537192,595022,611195
20251,11530760,개봉3동,4635709,2179775,2455934,793563,462157,674285,814153,738855,1152696,655911,649388,652301,642392,650810,684208,700700
20251,11530770,오류1동,3808676,1783405,2025271,512238,604113,680764,565636,562534,883390,532685,527034,535314,525250,525918,574658,587818
20251,11530780,오류2동,5066575,2320944,2745631,1013147,590432,735015,795448,715772,1216762,716521,711366,715521,715538,709234,740166,758233
20251,11530790,수궁동,1889667,866058,1023609,338622,204875,254319,309061,304409,478382,264150,264100,268202,262337,262737,269038,299104
20251,11530800,항동,938443,456108,482334,241184,67117,163819,198372,104256,163697,135008,133084,133277,131907,133944,134056,137166
20251,11545510,가산동,4896397,2681150,2215247,259720,1126641,1276949,868551,674075,690460,734167,738211,728906,742653,733101,604634,614724
20251,11545610,독산1동,5431887,2784314,2647573,647896,922235,1153960,900389,772434,1034974,775602,772209,774283,772606,773971,776508,786707
20251,11545620,독산2동,3225001,1553745,1671256,335817,396086,535748,509430,588393,859528,454169,449002,453739,447135,441756,476275,502925
20251,11545630,독산3동,4275186,2117549,2157636,395984,627463,755568,662344,731564,1102263,605052,598232,604431,595940,593147,627333,651051
20251,11545640,독산4동,3919114,1892436,2026679,387266,489845,655735,594886,731881,1059502,556278,549118,556487,543837,543475,572501,597416
20251,11545670,시흥1동,5468550,2662803,2805746,735601,698334,915253,848169,937485,1333708,777490,775260,777259,773711,780155,792359,792313
20251,11545680,시흥2동,1622656,742484,880172,373829,136219,189707,253451,243803,425648,228693,229255,229703,227508,224592,236489,246417
20251,11545690,시흥3동,1166393,580531,585862,170028,119908,175637,182083,198347,320392,167584,167620,169162,166996,164954,163811,166268
20251,11545700,시흥4동,2181361,1035350,1146011,341694,219691,298701,329888,367167,624219,306997,306289,307575,301933,297330,321565,339674
20251,11545710,시흥5동,3443204,1642907,1800298,498611,382668,453099,536938,616121,955766,486673,485603,490376,484692,481467,504338,510055
20251,11560515,영등포본동,6704901,3306482,3398417,808119,998396,1156629,1078070,1044294,1619393,943173,934723,945477,934728,936868,988428,1021503
20251,11560535,영등포동,10540190,5247545,5292645,786880,2316968,2563226,1678809,1416049,1778260,1466239,1462411,1472307,1495814,1560723,1593549,1489146
20251,11560540,여의동,6401052,3264867,3136186,750346,883334,1401639,1400867,961587,1003283,970754,1003480,986737,1019327,1011686,719623,689446
20251,11560550,당산1동,7181436,3444460,3736976,659819,1259106,1674882,1221036,1044415,1322177,1035681,1037591,1033892,1047780,1069003,1002578,954914
20251,11560560,당산2동,8618016,4058778,4559239,1197512,1517279,1973031,1445914,1076653,1407628,1231366,1232381,1233810,1247188,1260407,1216147,1196716
20251,11560585,도림동,5492238,2614475,2877761,666383,733925,992548,855869,885705,1357808,763565,757732,766231,759579,756614,823578,864939
20251,11560605,문래동,9297573,4506368,4791207,1254133,1297194,1845416,1826725,1382735,1691370,1328453,1335198,1333885,1357619,1395642,1314945,1231832
20251,11560610,양평1동,5409750,2622640,2787110,658588,881501,1242819,1016482,750408,859951,802558,804998,797799,807066,806861,696930,693541
20251,11560620,양평2동,4738464,2351609,2386855,549152,740859,1187783,889012,659509,712149,692236,699649,696727,707688,708055,620144,613966
20251,11560630,신길1동,5667134,2757646,2909488,625075,901643,1006336,886319,825278,1422484,804169,799767,804317,800700,796943,820748,840491
20251,11560650,신길3동,6477301,3108854,3368447,1059901,732113,994447,976925,1045711,1668204,916429,905032,911459,899895,901043,957011,986432
20251,11560660,신길4동,2602598,1264533,1338064,308352,290331,411153,427597,423683,741482,369709,366506,363574,362778,361717,380487,397827
20251,11560670,신길5동,3131951,1462106,1669845,424760,333003,486148,530840,524925,832275,440612,436718,444768,440979,435587,458932,474355
20251,11560680,신길6동,5935101,2695171,3239929,916212,841626,1044065,978233,876630,1278332,846405,845726,844987,846207,852933,850188,848655
20251,11560690,신길7동,3838962,1782753,2056208,717163,527806,639636,631576,568478,754300,540249,539376,544088,546169,548510,564786,555782
20251,11560700,대림1동,4401081,2063365,2337716,429184,525126,641915,732266,851425,1221166,620034,614336,624615,611229,607979,641494,681394
20251,11560710,대림2동,4897418,2422028,2475391,349171,572471,849972,869550,1002681,1253572,690772,685032,690367,681898,678649,711273,759427
20251,11560720,대림3동,6766448,3318480,3447968,592582,839136,1171016,1142558,1264130,1757026,958953,952553,952309,949134,959217,987259,1007023
20251,11590510,노량진1동,6205243,3218923,2986319,649227,1831725,1210140,804859,709731,999562,879781,876989,878983,880767,891018,910286,887419
20251,11590520,노량진2동,2837039,1442864,1394175,239843,645154,534469,382813,403548,631214,406757,404464,404012,409606,410510,406515,395176
20251,11590530,상도1동,7896645,3710316,4186329,1219344,2014454,1032140,1054428,982224,1594053,1110167,1111406,1120236,1118138,1117847,1151458,1167393
20251,11590540,상도2동,4803600,2217267,2586334,900101,700084,713411,798864,674283,1016857,683965,681523,683775,684188,685400,693057,691692
20251,11590550,상도3동,4741258,2182149,2559109,681632,744102,793010,696206,670085,1156224,670457,657952,658754,652866,654818,711630,734782
20251,11590560,상도4동,5656231,2548938,3107293,916573,785547,941011,887633,819869,1305598,796200,789308,795013,789675,782312,833866,869857
20251,11590605,흑석동,5668175,2592036,3076139,901316,1310076,756323,819631,767957,1112872,815235,824456,826763,831039,828125,777062,765495
20251,11590620,사당1동,7014960,3310311,3704651,679964,1453787,1449110,1039745,938198,1454157,979064,976366,984336,995602,1019067,1045328,1015197
20251,11590630,사당2동,7423649,3403184,4020465,1274871,969650,1152216,1164463,1087594,1774856,1045091,1038372,1040918,1037488,1064350,1106122,1091309
20251,11590640,사당3동,5371972,2511193,2860780,878320,679624,851949,843252,750067,1368759,758358,751219,758296,755572,748720,791340,808467
20251,11590650,사당4동,3883115,1818125,2064991,506365,633655,706073,587503,530771,918750,543762,537911,543567,535481,538577,581263,602556
20251,11590651,사당5동,3416858,1585041,1831818,571743,461232,581186,555707,459592,787399,482057,476844,481822,479532,473471,505499,517634
20251,11590660,대방동,7516083,3535079,3981005,1228856,1329903,1226520,1193587,1122303,1414911,1063117,1060395,1062695,1065579,1067789,1092299,1104207
20251,11590670,신대방1동,3617755,1701836,1915917,468475,564088,630171,577924,576468,800630,509015,507175,509709,506036,505692,528987,551138
20251,11590680,신대방2동,5263265,2429438,2833827,730360,863835,944149,893493,737441,1093987,751871,750817,753886,755544,746390,743311,761445
20251,11620525,보라매동,3571382,1736398,1834982,370860,698291,708290,573533,486855,733554,508674,505680,508792,507176,503972,512070,525017
20251,11620545,청림동,3178963,1481507,1697456,564166,361631,517040,529838,464670,741618,447453,441548,447527,441202,441562,471373,488297
20251,11620565,성현동,4381134,2025990,2355143,762481,555961,643375,750106,656389,1012821,613709,606880,613647,606504,606397,651875,682120
20251,11620575,행운동,6962577,3309626,3652951,777217,1702971,1453163,949805,820115,1259306,982229,969233,972253,972145,976372,1034407,1055939
20251,11620585,낙성대동,5842973,2886770,2956203,638777,1953601,1197562,703614,578087,771333,805287,800494,807460,815859,834773,897435,881667
20251,11620595,청룡동,10873988,5233468,5640521,962843,3248988,2183463,1395321,1231951,1851423,1523826,1509572,1516990,1517477,1529827,1619789,1656507
20251,11620605,은천동,8520499,4049461,4471038,1223846,1476633,1515690,1323244,1154951,1826137,1202397,1184130,1194285,1184859,1185349,1273780,1295699
20251,11620615,중앙동,5392313,2520072,2872241,485840,1390586,1132614,749279,647695,986300,757037,747869,751381,749222,754948,811260,820598
20251,11620625,인헌동,6083958,2810740,3273217,691336,1425458,1233766,864946,739164,1129285,855356,847210,850493,848510,853451,898482,930454
20251,11620630,남현동,4405557,2124379,2281178,597350,800707,821483,605939,601582,978495,615170,614566,618573,616826,618452,662640,659332
20251,11620645,서원동,5364335,2729258,2635077,397046,1475996,1193353,720469,619099,958371,749415,736468,748679,740676,747477,816430,825189
20251,11620655,신원동,6095112,3080526,3014585,532658,1523396,1324710,824619,751832,1137895,853320,832940,847896,839548,844230,914342,962833
20251,11620665,서림동,5156657,2738530,2418129,506494,1353276,1019634,723653,631061,922541,726293,718276,724147,717416,707583,762229,800716
20251,11620685,신사동,7432118,3560632,3871486,580625,1866479,1456236,1016930,993194,1518655,1045966,1033611,1041944,1030576,1037961,1104106,1137955
20251,11620695,신림동,9993104,5215106,4777998,504148,3511976,2522344,1305425,942636,1206575,1381167,1355589,1374915,1373640,1398207,1546259,1563329
20251,11620715,난향동,1469718,697168,772550,307417,131771,177378,254817,248101,350233,206624,205046,207411,201986,202616,219328,226705
20251,11620725,조원동,7687284,3878290,3808995,506341,1577713,1839406,1337357,1098171,1328296,1102574,1110426,1107861,1116736,1120031,1070303,1059354
20251,11620735,대학동,6255689,3626823,2628867,497842,2037891,1239385,862488,705995,912089,888440,883869,888499,883793,881246,908031,921812
20251,11620745,삼성동,6935735,3514419,3421315,591735,1332692,1023448,958893,1058827,1970137,988036,986771,991057,979441,979906,1001311,1009210
20251,11620765,미성동,5358757,2454836,2903921,830755,786553,812002,822262,811395,1295789,759958,755610,759990,755438,747628,781000,799132
20251,11620775,난곡동,5740137,2717494,3022643,834692,719137,870343,880186,881128,1554650,812264,806186,813530,803519,793549,838647,872441
20251,11650510,서초1동,7592346,3663526,3928821,1101727,1116988,1368262,1497579,1142181,1365609,1127044,1147992,1130417,1157304,1158910,966780,903899
20251,11650520,서초2동,6748748,3369652,3379096,803600,1110079,1600581,1463044,922222,849220,1032510,1065124,1039456,1073032,1073883,774327,690417
20251,11650530,서초3동,12074292,6025708,6048583,1494684,1928274,2428435,2380800,1888006,1954093,1755123,1835026,1813791,1860908,1846224,1496910,1466310
20251,11650531,서초4동,6363986,3028357,3335628,1083332,1237558,1149881,1235440,831504,826270,941172,951113,930836,964120,996629,858064,722052
20251,11650540,잠원동,6215665,3018171,3197494,1022196,888085,1097657,1315628,942420,949680,908221,917182,907846,925501,939433,850550,766933
20251,11650550,반포본동,469583,248117,221466,87270,47924,69002,96291,83408,85685,67683,68818,69282,70556,72075,64246,56921
20251,11650560,반포1동,6812782,3301087,3511694,1067717,1108902,1423553,1418188,873745,920677,980313,983644,974767,994778,1006603,966374,906303
20251,11650570,반포2동,1762184,819088,943096,476924,169753,211716,361241,259454,283095,249373,250339,250975,254933,259623,249816,247125
20251,11650580,반포3동,3339273,1519981,1819291,828041,352803,392055,647264,532928,586180,468417,466989,468301,474493,492562,497564,470946
20251,11650581,반포4동,5472634,2535271,2937364,1543075,444173,640009,1135587,772791,936998,795627,798313,784795,801814,807197,764364,720525
20251,11650590,방배본동,4733101,2153780,2579321,1018770,483826,603536,917296,744013,965658,676633,675363,677005,677583,682744,674215,669560
20251,11650600,방배1동,4356245,2011512,2344734,809807,579284,762993,767338,607323,829501,631351,638868,632960,639264,633020,593154,587629
20251,11650610,방배2동,4539414,2083530,2455884,681599,656005,738268,739089,691168,1033286,644793,646028,646357,652244,667125,659575,623292
20251,11650620,방배3동,3385097,1574089,1811009,594054,436519,477603,587515,541292,748115,484020,491381,491548,495399,490232,462953,469566
20251,11650621,방배4동,6253360,2800360,3453000,1133639,797283,968168,1156829,962418,1235024,900332,901706,896153,905848,920615,878603,850106
20251,11650651,양재1동,8398928,4217584,4181344,1350091,1037294,1618450,1660339,1178482,1554273,1252738,1278251,1261465,1290906,1262201,1025981,1027385
20251,11650652,양재2동,5710184,2986865,2723319,674201,795841,1251324,1163210,870326,955282,846379,854191,848058,860738,858243,728457,714116
20251,11650660,내곡동,1874838,905066,969772,597629,137908,223096,320047,226678,369481,269417,270551,269001,271507,269751,259332,265280
20251,11680510,신사동,6531524,3045379,3486146,749126,1215252,1404920,1335736,883594,942897,939756,968794,944358,982880,1032286,906188,757261
20251,11680521,논현1동,9752622,4662130,5090492,571954,2146488,2622631,1997761,1185797,1227988,1443443,1475751,1450391,1489078,1507014,1245895,1141052
20251,11680531,논현2동,11820073,5848514,5971558,1116308,2046998,2876313,2618953,1588579,1572921,1773612,1847037,1804462,1871461,1858230,1399371,1265897
20251,11680545,압구정동,7516652,3408410,4108242,1022918,1267395,1489836,1538444,1021698,1176360,1051696,1094249,1077366,1121571,1176541,1075920,919308
20251,11680565,청담동,8680956,4041714,4639242,1037825,1311201,1767893,1861591,1291746,1410699,1225678,1293225,1283786,1316496,1342778,1181989,1037003
20251,11680580,삼성1동,4679313,2373877,2305437,527673,685693,1038380,1041820,710725,675023,690868,712919,716355,741493,731687,564757,521237
20251,11680590,삼성2동,8882682,4370648,4512033,1401273,1208462,1780262,1980320,1312069,1200295,1326048,1345507,1323955,1356162,1344113,1115319,1071580
20251,11680600,대치1동,4588549,2195459,2393091,1929598,317845,298061,922163,579954,540928,650864,647300,629693,655618,665305,690490,649275
20251,11680610,대치2동,6579513,3512454,3067060,2090367,711375,922061,1303621,816280,735810,968935,985730,959701,992099,991665,866992,814391
20251,11680630,대치4동,10634846,5325397,5309449,3114715,1336050,1597083,1996828,1460211,1129958,1542120,1560265,1535549,1574819,1602286,1470554,1349251
20251,11680640,역삼1동,20637783,10590681,10047101,1354983,4804785,5721695,4244548,2437949,2073822,3123488,3240594,3162054,3277599,3295404,2421382,2117264
20251,11680650,역삼2동,12157363,5785651,6371712,2502633,1763923,2168268,2630615,1680896,1411029,1821408,1858122,1828162,1864753,1846960,1500531,1437426
20251,11680655,도곡1동,8393182,3951145,4442037,1773157,918333,1310816,1685215,1219604,1486057,1214330,1238766,1228948,1245418,1248858,1113862,1102999
20251,11680656,도곡2동,3981389,1820726,2160663,969408,382682,483951,839536,611113,694703,575598,577378,575536,583578,588754,545637,534911
20251,11680660,개포1동,2175105,978994,1196110,589386,165497,240468,428519,288217,463016,305385,303783,307216,304544,304419,318039,331720
20251,11680670,개포2동,2188614,978777,1209838,530951,205291,279842,404000,300335,468197,310695,311641,314342,314981,317745,311046,308165
20251,11680690,개포4동,3351285,1590195,1761090,564031,389032,552365,597621,575545,672691,486917,482956,483990,486835,478095,465589,466902
20251,11680700,세곡동,3537658,1587884,1949774,903685,348138,505751,607855,433457,738772,503591,498838,501108,501377,498660,510962,523125
20251,11680720,일원본동,2457884,1181974,1275910,644180,199874,257011,450580,349725,556513,353195,351820,354249,352412,350763,341451,353997
20251,11680730,일원1동,2507700,1209262,1298438,317468,335478,426145,452032,374829,601749,359069,358817,358730,358442,360544,353979,358119
20251,11680740,일원2동,1328210,652996,675215,335920,122640,190317,269688,180784,228861,190207,188436,189759,192021,192905,185499,189385
20251,11680750,수서동,2223931,1058621,1165309,279493,218258,345865,393057,329827,657432,332448,338283,333087,339003,336052,276338,268720
20251,11710510,풍납1동,4457779,2085744,2372034,591050,555404,700822,662811,729141,1218551,629427,626004,628251,625760,625607,655924,666803
20251,11710520,풍납2동,4976049,2269073,2706977,895734,573270,741934,836261,778470,1150381,715570,715019,716779,715190,709025,692511,711955
20251,11710531,거여1동,3373504,1607034,1766470,484326,374997,483497,513069,593161,924454,479265,474005,475822,472322,478485,493049,500555
20251,11710532,거여2동,3678057,1650176,2027880,602985,348547,554312,605049,571279,995885,525353,520631,522912,519061,519739,531250,539111
20251,11710540,마천1동,3233268,1568691,1664577,534808,319238,390865,479500,577443,931413,453626,449463,457191,448570,447431,476778,500208
20251,11710550,마천2동,4900846,2353722,2547122,722045,494244,613543,666921,837301,1566792,692143,682571,687884,680425,681255,724177,752392
20251,11710561,방이1동,3685633,1694738,1990896,973156,404688,472206,585834,492372,757377,522541,526194,512105,537226,542876,537771,506919
20251,11710562,방이2동,6254962,3011813,3243149,704190,1248893,1458777,1057216,776266,1009622,880307,872986,884468,887194,911464,933915,884629
20251,11710566,오륜동,763523,357850,405672,168955,84423,93202,129634,105395,181912,105461,105782,105170,106313,112139,113572,115085
20251,11710570,오금동,9884400,4584575,5299827,1987067,1030183,1253282,1561714,1561612,2490542,1404161,1405987,1403148,1406462,1398496,1418228,1447918
20251,11710580,송파1동,5974916,2692207,3282709,726385,1079768,1337609,971265,772901,1086989,838813,830342,833153,839332,858145,902179,872953
20251,11710590,송파2동,3109692,1381693,1728000,642625,348122,477984,517303,434161,689498,442990,444143,442727,444184,443577,444142,447927
20251,11710600,석촌동,6660172,3080668,3579504,871358,980473,1476205,1169440,901697,1260999,938305,932190,936517,940095,946577,977821,988669
20251,11710610,삼전동,6320203,2887426,3432776,992897,919938,1332887,1089358,808706,1176417,898190,887022,891230,892330,892338,924437,934656
20251,11710620,가락본동,8436105,4125976,4310130,1145516,1040907,1563527,1552092,1373771,1760291,1220021,1227547,1218947,1234066,1242304,1164880,1128341
20251,11710631,가락1동,786976,382546,404430,129935,75244,146684,154258,115323,165533,113136,111143,110175,111606,113192,115060,112663
20251,11710632,가락2동,6143164,2846535,3296629,1116133,728881,918987,954473,931645,1493047,879361,869906,873555,868364,873178,885376,893423
20251,11710641,문정1동,4225249,2000471,2224778,570230,629504,836050,742419,594368,852679,609442,609808,607971,611543,612299,584679,589509
20251,11710642,문정2동,2723254,1362850,1360404,272015,373590,594739,540550,419313,523048,411187,410047,403727,410506,411430,346341,330014
20251,11710646,장지동,7570371,3543850,4026521,1372277,879578,1303183,1292959,1102740,1619633,1075714,1067867,1071610,1064385,1059868,1096439,1134489
20251,11710647,위례동,3215483,1467780,1747703,1041592,266443,478804,613053,382426,433166,451494,446418,448730,451089,456310,478215,483226
20251,11710650,잠실본동,8029149,3789113,4240036,1185824,1294768,1596253,1427557,1091424,1433324,1125477,1113341,1122071,1119413,1146233,1213428,1189186
20251,11710670,잠실2동,2177996,989406,1188590,652062,219647,233297,437617,303092,332281,307696,304539,307241,306395,310775,320630,320722
20251,11710680,잠실3동,3785707,1664334,2121375,987157,424322,524710,704787,483896,660834,526935,527604,523621,534741,540575,574568,557664
20251,11710690,잠실4동,2217013,1016260,1200753,512686,245681,315823,424483,303915,414424,317687,315635,315882,317385,317632,318303,314487
20251,11710710,잠실6동,2314231,1076273,1237958,321597,333649,426197,472322,329917,430549,339038,345955,341910,350490,346842,304863,285132
20251,11710720,잠실7동,656428,296371,360058,95368,85423,104017,116641,102401,152580,92980,92750,94125,94177,93654,92448,96294
20251,11740515,강일동,3701358,1716254,1985104,863166,333407,494785,678082,512673,819242,530163,526116,527036,524646,521205,527264,544928
20251,11740520,상일동,3442510,1598258,1844252,714539,296794,499305,700297,473958,757616,491499,489933,490785,492231,492434,492022,493606
20251,11740530,명일1동,4850370,2169866,2680504,924846,479222,604230,839798,711232,1291043,668219,667034,683261,669973,679363,718328,764191
20251,11740540,명일2동,2165237,1023609,1141627,633726,206556,204120,344564,286338,489935,309051,307884,310860,312012,315336,310398,299696
20251,11740550,고덕1동,3627089,1788506,1838583,1273169,265862,350685,671350,414228,651793,522090,515846,516995,516136,512857,519252,523912
20251,11740560,고덕2동,2109036,995147,1113889,473791,179127,311963,407643,271537,464974,299762,299678,301178,302908,303071,301645,300795
20251,11740570,암사1동,8884521,4183358,4701162,1473524,978958,1328737,1490628,1405373,2207301,1252032,1239098,1244666,1236855,1229627,1317312,1364932
20251,11740580,암사2동,2351791,1112617,1239171,350921,274988,417248,402938,371626,534067,331467,326249,328524,326943,331865,354814,351927
20251,11740590,암사3동,1486043,702394,783649,353449,148221,203142,259030,212759,309442,214119,212337,214662,213971,213840,207191,209923
20251,11740600,천호1동,10636603,4934714,5701889,1757745,1168300,1595877,1734545,1631440,2748696,1516903,1503629,1512705,1507230,1494426,1531369,1570339
20251,11740610,천호2동,11117687,5321635,5796051,1446287,1423626,1892287,1811352,1718445,2825691,1565802,1557817,1567629,1563790,1575926,1640089,1646636
20251,11740620,천호3동,7484127,3517910,3966217,932181,1157437,1368164,1110494,1086413,1829438,1052734,1042210,1048313,1041452,1048371,1108598,1142450
20251,11740640,성내1동,5650885,2567424,3083462,970279,646145,900999,980121,860565,1292778,820060,820722,817000,821922,816843,772737,781601
20251,11740650,성내2동,8506868,4054897,4451970,1183513,1178867,1487349,1313533,1261090,2082516,1195839,1183505,1191612,1186795,1196086,1264721,1288308
20251,11740660,성내3동,6753807,3169217,3584590,938227,900957,1084270,1182297,1043535,1604520,951613,950104,952341,949295,959903,981047,1009504
20251,11740685,길동,18457501,8447930,10009573,2558331,2272547,2914077,2941861,2911939,4858747,2623654,2604108,2611751,2601673,2622366,2683668,2710280
20251,11740690,둔촌1동,23239,10861,12379,4861,1974,3414,4302,3236,5451,3272,3245,3251,3278,3340,3415,3439
20251,11740700,둔촌2동,6940288,3250082,3690206,1287416,793634,1032118,1109377,1018407,1699336,988515,986729,987329,986838,985292,986580,1019007
20251,11110515,청운효자동,3322244,1398755,1923488,617483,442023,512462,582831,505315,662130,462344,466600,480097,479956,478701,487496,467051
20251,11110530,사직동,3978820,1814538,2164282,339404,604573,788169,818720,674960,752995,559418,585155,589270,607004,612607,585864,439504
