기준_년분기_코드,행정동_코드,행정동_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20243,11500540,화곡1동,16154337,7628478,8525859,1730015,2802659,3196067,2636161,2250679,3538757,2268447,2264219,2274656,2263140,2264445,2380724,2438705
20243,11500550,화곡2동,3362341,1534006,1828335,579638,414871,501167,571734,501969,792962,472688,471493,471742,467788,461992,495171,521469
20243,11500560,화곡3동,3846378,1734567,2111810,610867,534539,618659,599526,533763,949024,541150,538894,542868,540125,543964,567111,572265
20243,11500570,화곡4동,4658081,2118652,2539429,859075,548935,694331,755325,668809,1131607,657866,656173,655874,653778,651318,684612,698459
20243,11500590,화곡본동,7800871,3636827,4164044,1217618,1155988,1420914,1240018,1027061,1739272,1092344,1087596,1095580,1090702,1080889,1152849,1200913
20243,11500591,화곡6동,5484442,2568999,2915443,611279,922863,1156971,895244,742265,1155820,769989,766992,774260,772164,772792,806080,822167
20243,11500593,화곡8동,7996556,3710153,4286402,1266489,1149841,1331013,1412106,1126171,1710937,1134379,1136592,1136587,1132849,1125818,1163554,1166776
20243,11500603,가양1동,3225463,1611316,1614146,385939,527962,754902,564077,434218,558364,480770,482715,485608,486629,483051,410026,396664
20243,11500604,가양2동,2177200,990462,1186738,198937,216837,372062,294597,278961,815806,312196,312377,311178,311218,311004,307403,311825
20243,11500605,가양3동,1909669,896452,1013217,165006,226157,472246,317569,250879,477812,279695,277694,277537,276986,274562,260895,262301
20243,11500611,발산1동,5326795,2379242,2947553,1490443,590825,612545,913327,743505,976152,774215,771787,775731,781379,770295,727804,725584
20243,11500615,우장산동,6860725,3179307,3681419,1400771,906165,1007081,1203619,960695,1382393,972628,974228,980704,977944,976671,994195,984356
20243,11500620,공항동,5431825,2742210,2689614,1205993,640288,870933,967244,700334,1047033,780226,783480,784103,782825,776835,758895,765460
20243,11500630,방화1동,7638076,3622286,4015790,1422126,750233,1226763,1279749,1086218,1872987,1086891,1081983,1085322,1082803,1085417,1103512,1112148
20243,11500640,방화2동,4708139,2284664,2423476,536933,642059,865457,731021,710136,1222532,664389,665243,667484,665179,661677,681574,702594
20243,11500641,방화3동,2467815,1161784,1306030,383957,236660,393270,419089,366418,668419,347876,349946,348824,348317,348342,356689,367818
20243,11530510,신도림동,6064435,2793128,3271307,1261791,690274,1071000,1115074,846961,1079335,846228,845899,858704,858326,864556,897413,893309
20243,11530520,구로1동,1925319,945995,979325,424437,201686,335685,336822,267187,359504,275251,277068,279212,278633,275810,264916,274429
20243,11530530,구로2동,9292714,4593091,4699622,845738,1008489,1504765,1630055,1850397,2453271,1331069,1334435,1334859,1321336,1308195,1302701,1360117
20243,11530540,구로3동,6648237,3385465,3262771,692733,958035,1394163,1303620,1010308,1289377,1000419,995321,998169,998940,985682,832511,837194
20243,11530550,구로4동,7132853,3531249,3601603,689044,701393,1141517,1260832,1366616,1973451,1017484,1010603,1007006,1003990,995614,1029708,1068449
20243,11530560,구로5동,7152296,3452691,3699604,857783,1091275,1351419,1176099,1124319,1551399,1009098,1007622,1014781,1014808,1019717,1038883,1047385
20243,11530595,가리봉동,3082512,1708389,1374123,124858,583687,668691,583646,549172,572458,449710,451004,450375,450524,442058,407181,431659
20243,11530720,고척1동,4497460,2149882,2347578,775862,596903,663642,679718,720785,1060553,622652,650082,644109,637966,627502,646563,668587
20243,11530730,고척2동,5284846,2505348,2779498,1103161,512462,641198,799627,833477,1394921,747518,749150,746251,745840,734593,762614,798881
20243,11530740,개봉1동,7666396,3668056,3998340,1185480,830185,1111605,1153183,1250939,2135004,1081769,1078839,1074547,1073069,1064064,1132634,1161472
20243,11530750,개봉2동,4031456,1874051,2157405,607982,455569,647285,629765,618336,1072520,563655,560810,562052,555636,555496,608031,625776
20243,11530760,개봉3동,3873893,1820876,2053017,635756,380245,549619,654111,620197,1033967,546435,546180,548707,543856,545640,569657,573419
20243,11530770,오류1동,4054068,1898808,2155262,537637,653428,732469,592610,593566,944359,562004,566535,571669,566813,563164,604896,618986
20243,11530780,오류2동,4986448,2286953,2699497,1021457,552049,736607,789834,699072,1187431,702422,701915,707908,705208,696917,723349,748730
20243,11530790,수궁동,1758258,792402,965856,320696,191047,222419,282500,283773,457824,246527,245878,247748,246134,244745,247034,280191
20243,11530800,항동,1053164,505594,547570,249497,71294,200218,214378,125581,192196,149398,149674,151906,150678,149200,150691,151617
20243,11545510,가산동,5027587,2759923,2267664,264221,1174989,1298940,891876,693444,704115,768248,765410,766318,769149,755823,596880,605758
20243,11545610,독산1동,5193847,2669205,2524642,600406,868785,1096920,870906,762779,994052,741715,743094,744909,744328,740617,736375,742808
20243,11545620,독산2동,3379656,1608931,1770725,341495,419697,559775,539936,622218,896534,471783,472592,471800,467901,464697,501185,529699
20243,11545630,독산3동,4609546,2269579,2339967,422096,681630,826396,724028,791090,1164305,653414,652417,654694,653227,644489,665175,686128
20243,11545640,독산4동,3626034,1724675,1901359,352883,454827,616749,554944,682705,963927,511511,509046,509817,504242,503182,533984,554253
20243,11545670,시흥1동,5468492,2636395,2832097,733703,690345,888067,852934,961588,1341855,776477,777690,781424,777564,782082,789787,783466
20243,11545680,시흥2동,1624165,731068,893097,370481,138280,191261,257932,233526,432684,229323,229874,229880,229278,224976,235066,245768
20243,11545690,시흥3동,1193442,593409,600033,173197,119877,188125,192285,203025,316933,173756,175272,173506,171489,169031,163745,166643
20243,11545700,시흥4동,2150270,1012756,1137514,322240,216855,300449,326940,376690,607097,301494,302236,300891,298411,294058,316151,337029
20243,11545710,시흥5동,3452646,1631838,1820808,463667,377650,466596,547278,611581,985872,487170,487683,487552,485696,484551,504975,515019
20243,11560515,영등포본동,6867442,3383164,3484277,843164,1041273,1209267,1098515,1053379,1621845,964669,966411,969399,968657,967025,999313,1031966
20243,11560535,영등포동,10761038,5371245,5389792,845323,2390746,2557964,1699987,1440145,1826874,1479073,1495927,1531507,1532641,1592185,1614446,1515258
20243,11560540,여의동,6580926,3344606,3236318,788606,941166,1448364,1402644,970188,1029958,1013599,1028545,1035001,1034392,1026956,728677,713754
20243,11560550,당산1동,6824895,3306101,3518791,595195,1201054,1580379,1175786,1006415,1266065,989354,983354,996828,1000671,1011925,937065,905700
20243,11560560,당산2동,8600057,4069833,4530224,1221635,1546653,1932024,1431845,1063933,1403969,1228975,1235439,1246279,1255650,1255874,1195803,1182038
20243,11560585,도림동,5499685,2625402,2874282,647419,723341,996287,863025,887826,1381787,763626,765498,766941,766935,757375,819440,859868
20243,11560605,문래동,9272180,4505222,4766958,1225663,1279656,1871800,1802463,1382342,1710255,1340485,1341819,1363524,1364824,1391002,1275419,1195106
20243,11560610,양평1동,5328689,2592698,2735992,632010,843969,1221771,1001186,757415,872340,796048,788571,794176,797836,793545,677451,681064
20243,11560620,양평2동,4824126,2417489,2406638,592311,758814,1191030,901095,664763,716113,711998,714175,721827,722526,716746,622686,614169
20243,11560630,신길1동,5354207,2604710,2749497,604445,869665,973501,818095,782000,1306501,758981,758043,762032,757462,752796,771887,793005
20243,11560650,신길3동,6057161,2897987,3159174,929732,692911,903551,929677,1013202,1588090,853793,851422,852468,845314,848041,891239,914883
20243,11560660,신길4동,2567516,1236715,1330800,303003,286942,399160,415311,416489,746611,362358,361367,361741,359141,355911,376554,390444
20243,11560670,신길5동,3137012,1457702,1679312,419339,321322,485988,540476,532217,837671,443983,442099,443555,441625,438207,453938,473606
20243,11560680,신길6동,5538276,2524959,3013317,930374,718658,938831,936207,839121,1175086,784220,782702,788112,786285,783234,801170,812554
20243,11560690,신길7동,3831168,1770290,2060878,722077,517863,631499,642039,560435,757253,541641,542958,545878,546502,548881,554197,551111
20243,11560700,대림1동,4393701,2078766,2314935,393732,513000,641159,736047,857229,1252535,617184,617909,620903,608395,607019,638964,683325
20243,11560710,대림2동,4926114,2440289,2485825,342546,533983,846702,891207,1056805,1254872,692624,691433,691424,682320,680567,717601,770146
20243,11560720,대림3동,6834948,3352633,3482315,568683,877095,1203492,1176737,1268113,1740827,969177,970145,971611,967833,968548,981087,1006545
20243,11590510,노량진1동,6275104,3240662,3034441,672709,1788606,1211498,815103,733608,1053579,882447,884094,893821,895551,899314,917455,902424
20243,11590520,노량진2동,2993643,1500859,1492784,287686,658773,547014,401005,421370,677795,429791,430296,430921,434629,434465,424313,409228
20243,11590530,상도1동,7570479,3573964,3996515,1143567,1955660,988530,997419,958067,1527237,1063172,1061507,1072062,1077316,1065460,1112035,1118928
20243,11590540,상도2동,4772355,2188063,2584291,884833,698031,724301,782459,652827,1029904,680780,678607,679802,680622,678989,686062,687491
20243,11590550,상도3동,4684005,2135989,2548015,667051,740904,784930,696471,648331,1146319,655275,652842,653583,650713,644715,700863,726014
20243,11590560,상도4동,5544428,2512152,3032276,928555,753326,913975,862120,779626,1306827,777665,776071,779608,780989,772072,813104,844918
20243,11590605,흑석동,5755248,2622359,3132890,915618,1357239,773126,830521,766068,1112675,828639,829826,837508,845189,845536,792738,775814
20243,11590620,사당1동,6591481,3110422,3481059,656125,1366630,1341001,992390,873029,1362306,924109,920846,935432,939747,948176,971474,951699
20243,11590630,사당2동,7580620,3457267,4123352,1313967,995094,1162210,1199238,1115379,1794734,1062908,1062072,1071601,1069364,1088057,1122931,1103688
20243,11590640,사당3동,5313428,2465333,2848095,908819,673705,842143,819460,739360,1329942,745822,746296,749934,749356,743878,777213,800929
20243,11590650,사당4동,4042524,1868588,2173936,548079,656049,718442,613987,545233,960734,563925,564209,565760,564094,559277,602433,622825
20243,11590651,사당5동,3390400,1580013,1810388,579536,457066,582061,549088,453026,769625,477157,476644,478818,481612,474608,491796,509764
20243,11590660,대방동,7355074,3447964,3907110,1192492,1290288,1197481,1191536,1096442,1386837,1044248,1040791,1043023,1048624,1049693,1059636,1069058
20243,11590670,신대방1동,3703130,1720859,1982270,470814,555899,642267,605800,589346,839004,517756,520572,523491,521603,519192,537443,563075
20243,11590680,신대방2동,5149369,2362956,2786413,760527,853569,901179,872111,701568,1060414,735367,736049,741104,739177,727218,726651,743800
20243,11620525,보라매동,3420036,1663129,1756908,377252,656628,669661,547062,464917,704514,484530,486555,490262,488905,483600,487452,498731
20243,11620545,청림동,3242134,1501170,1740963,578461,373256,510358,545280,465180,769598,454235,452564,453963,450107,449185,481646,500435
20243,11620565,성현동,4185515,1952114,2233402,725522,531160,604791,706242,634741,983058,585718,582066,588416,585103,582910,619126,642174
20243,11620575,행운동,7109632,3401413,3708218,818071,1707961,1498467,965805,821014,1298313,994846,994190,1002480,1006607,996635,1043003,1071871
20243,11620585,낙성대동,6010320,2943627,3066692,646682,1982945,1231693,726833,602806,819362,825677,826244,841471,849734,863411,909193,894591
20243,11620595,청룡동,10664518,5148695,5515823,980374,3142240,2175157,1355329,1217628,1793787,1489483,1481061,1503105,1508366,1502313,1572502,1607688
20243,11620605,은천동,8420358,4017137,4403221,1236472,1400498,1463345,1321861,1147717,1850467,1179017,1171469,1181132,1178142,1173962,1256774,1279865
20243,11620615,중앙동,5390186,2560184,2830002,508533,1382768,1124022,737456,653689,983719,752515,750956,756735,756517,754131,806160,813172
20243,11620625,인헌동,5991417,2774693,3216723,711960,1373885,1207962,851287,733533,1112788,841824,833696,845986,845967,839932,871573,912440
20243,11620630,남현동,4516657,2179754,2336902,636949,809783,821573,637144,603059,1008148,629695,634173,639811,640886,642217,667213,662662
20243,11620645,서원동,5420025,2737164,2682861,443206,1455558,1177740,725778,631268,986476,750165,747541,758060,755480,758024,814758,835996
20243,11620655,신원동,6113476,3054742,3058734,535551,1552346,1301800,827852,756139,1139791,850609,842758,854325,855142,848653,909166,952825
20243,11620665,서림동,5096783,2724184,2372598,494229,1322782,1024714,728834,618441,907782,712107,709644,714919,710376,702522,754016,793201
20243,11620685,신사동,7421992,3585894,3836098,590130,1804980,1444432,1006874,1003312,1572263,1035823,1033829,1041881,1041560,1036435,1094857,1137605
20243,11620695,신림동,9936804,5167026,4769778,540570,3485931,2430425,1287238,957712,1234929,1360523,1355465,1384249,1383941,1396748,1524441,1531440
20243,11620715,난향동,1453857,659388,794469,289888,131130,175856,253340,242906,360738,205023,206329,205997,204689,201492,211343,218988
20243,11620725,조원동,7339234,3724519,3614715,453889,1491988,1752740,1276239,1078964,1285414,1055573,1060431,1069265,1068474,1065102,1016518,1003872
20243,11620735,대학동,6079016,3541198,2537821,514993,1871243,1208744,851357,723454,909227,856274,860139,863903,866784,861154,880504,890259
20243,11620745,삼성동,7116023,3586935,3529086,692127,1316007,1084576,995928,1050170,1977216,1016325,1016151,1011521,1010485,1004974,1019012,1037554
20243,11620765,미성동,5159565,2365004,2794561,790425,758554,787638,789603,792643,1240700,730835,729348,730778,727901,722225,749147,769331
20243,11620775,난곡동,5703234,2677132,3026102,857627,730335,844516,857298,892567,1520891,807940,808411,803849,799010,786004,828463,869555
20243,11650510,서초1동,7812814,3798565,4014249,1179591,1145594,1424629,1531286,1139346,1392365,1174648,1178746,1185149,1187409,1183545,980148,923171
20243,11650520,서초2동,7034452,3508576,3525875,837414,1199391,1653269,1500198,950714,893467,1093807,1104433,1106386,1115450,1112050,795932,706397
20243,11650530,서초3동,11998218,6042212,5956007,1599801,1906491,2392975,2358265,1846901,1893785,1790209,1816492,1832519,1842217,1827583,1451998,1437199
20243,11650531,서초4동,6560717,3152014,3408703,1110093,1292914,1186559,1269028,838830,863291,975224,975811,982589,990455,1023077,872182,741381
20243,11650540,잠원동,6231845,3039130,3192715,1040363,920358,1102375,1316946,917116,934689,918493,920300,923401,931718,939921,835992,762019
20243,11650550,반포본동,439596,232808,206788,71634,56462,65993,87723,73674,84112,63676,64637,65598,66818,68828,59286,50757
20243,11650560,반포1동,6698873,3280821,3418052,1060303,1084783,1407353,1391706,856708,898020,965914,965489,978262,983659,989920,935382,880245
20243,11650570,반포2동,1701878,774436,927443,463788,172265,207421,340178,240309,277916,240796,241180,247474,248850,252175,238661,232743
20243,11650580,반포3동,3431216,1557910,1873305,831214,369076,414857,667939,538034,610095,476980,480168,490077,487191,500102,510951,485748
20243,11650581,반포4동,5441420,2521568,2919852,1471994,476619,666418,1110225,757651,958511,787512,792604,791894,798809,801735,754631,714238
20243,11650590,방배본동,4582806,2073066,2509741,967179,469638,574940,910330,706153,954565,651636,653635,661761,661921,661716,647535,644601
20243,11650600,방배1동,4386808,2042673,2344136,752817,607815,780905,787929,616469,840874,635926,636658,640922,646426,636458,600486,589931
20243,11650610,방배2동,4621026,2125141,2495886,726001,658480,746813,761184,685775,1042774,656960,661798,669874,669996,680498,656729,625172
20243,11650620,방배3동,3377059,1562000,1815058,615174,418556,472281,580089,538398,752562,486327,490324,492381,494674,490565,458287,464499
20243,11650621,방배4동,6308174,2832336,3475838,1137695,824851,965087,1149888,954309,1276341,907406,909465,919958,922126,927143,873335,848740
20243,11650651,양재1동,8459500,4230641,4228858,1359548,1039079,1649171,1655419,1193860,1562422,1273369,1284442,1288039,1294642,1266460,1027650,1024899
20243,11650652,양재2동,5583784,2899378,2684404,671499,786497,1206000,1142336,850671,926781,826692,831689,833489,839073,834324,720573,697942
20243,11650660,내곡동,1844043,891321,952723,557603,146943,228752,320597,223664,366485,265495,266451,268670,268236,266979,251736,256476
20243,11680510,신사동,6702573,3125441,3577132,802924,1285621,1419089,1367278,877296,950367,967840,988739,996542,1013097,1052148,911342,772864
20243,11680521,논현1동,9727650,4674402,5053248,583326,2200586,2606970,1961158,1150173,1225438,1454695,1468762,1475885,1488594,1495580,1222679,1121454
20243,11680531,논현2동,11969518,5973522,5995996,1192595,2088364,2896968,2637740,1564337,1589514,1820219,1859476,1867169,1887642,1857417,1407020,1270574
20243,11680545,압구정동,7575192,3462128,4113061,1078257,1322170,1482810,1528969,1005904,1157082,1071375,1103372,1112242,1139796,1183574,1061467,903365
20243,11680565,청담동,9044359,4223787,4820572,1133111,1378617,1840600,1904275,1344606,1443150,1294407,1343006,1356477,1372910,1385545,1220203,1071811
20243,11680580,삼성1동,4736766,2368842,2367925,594849,708468,1023078,1031428,695874,683066,697268,719445,729846,745052,729667,583521,531966
20243,11680590,삼성2동,9212170,4545138,4667032,1480184,1278887,1844880,2045728,1311608,1250885,1390094,1397757,1399243,1411154,1383493,1135605,1094827
20243,11680600,대치1동,4646439,2255030,2391409,1965555,378913,311038,886442,569297,535195,655752,656091,649852,666390,665956,692969,659429
20243,11680610,대치2동,6355369,3417894,2937476,1933472,772155,916284,1215412,797232,720816,942238,947765,945194,959343,940413,839087,781330
20243,11680630,대치4동,10904498,5486282,5418217,3161417,1502096,1651198,1999399,1444664,1145725,1570286,1580759,1598796,1609652,1612563,1531124,1401320
20243,11680640,역삼1동,20684465,10655272,10029193,1377308,4902214,5635833,4204246,2433404,2131459,3202360,3241905,3255919,3284275,3264329,2358441,2077238
20243,11680650,역삼2동,12129381,5809892,6319488,2537977,1809884,2173276,2583557,1639360,1385326,1835068,1849973,1861934,1863282,1838916,1481110,1399096
20243,11680655,도곡1동,7670183,3586982,4083200,1600128,861691,1228360,1500767,1113742,1365495,1115243,1130032,1136911,1137336,1135333,1014228,1001103
20243,11680656,도곡2동,3943885,1797428,2146456,970044,398256,488610,811777,590672,684526,573318,572558,577521,577453,578862,536712,527461
20243,11680660,개포1동,2168732,976477,1192254,571856,168781,253027,421569,289098,464400,303758,305100,307186,306381,304632,313088,328588
20243,11680670,개포2동,2156296,969413,1186883,531369,208014,274922,391749,295192,455048,306543,306799,312267,311591,313647,305071,300377
20243,11680690,개포4동,3419859,1612302,1807557,602187,420800,556457,601089,584497,654831,501690,490685,499175,497349,493951,463792,473218
20243,11680700,세곡동,3531192,1600640,1930553,927486,346259,510162,599174,420202,727909,502339,500708,503977,502940,498669,504876,517684
20243,11680720,일원본동,2453464,1167860,1285604,672021,199494,258641,435438,339430,548440,353131,353813,357909,353631,351329,336284,347369
20243,11680730,일원1동,2581837,1236937,1344899,341255,349772,428247,455569,385136,621858,370719,369355,371333,370647,371282,361785,366716
20243,11680740,일원2동,1375496,678496,697001,355903,128375,196535,269226,184668,240790,197742,196867,199594,199838,199393,189428,192635
20243,11680750,수서동,2175292,1043785,1131507,300368,205575,338428,378621,309038,643262,326637,330343,328108,326842,328157,271866,263339
20243,11710510,풍납1동,4675977,2191749,2484228,662031,570357,724409,693318,751937,1273926,660139,657170,658998,657928,658409,682687,700647
20243,11710520,풍납2동,4932132,2245236,2686895,916322,558754,716779,832309,767167,1140800,709742,710419,711574,712111,704552,680462,703271
20243,11710531,거여1동,3325881,1589553,1736328,478580,386649,465739,516445,588046,890422,471078,469068,469482,467737,468727,485097,494693
20243,11710532,거여2동,3641623,1626455,2015168,584521,355420,537348,599903,595023,969407,517716,514412,519340,516275,516350,525047,532483
20243,11710540,마천1동,3468039,1676714,1791326,541150,334793,438424,508508,644508,1000655,484103,484426,485946,484560,479219,511221,538565
20243,11710550,마천2동,4981184,2402279,2578904,760601,507471,640931,694161,831960,1546063,698633,696846,699338,692741,693100,736029,764498
20243,11710561,방이1동,3659647,1680630,1979017,945025,407578,478692,583006,498859,746487,517967,521300,517734,528636,526262,534693,513055
20243,11710562,방이2동,6333118,3043741,3289376,706268,1247064,1475296,1065513,802485,1036489,890314,886750,904774,906183,921538,933676,889883
20243,11710566,오륜동,655888,313096,342791,146285,77164,74246,108484,91563,158146,90714,91177,90689,91444,94661,98350,98850
20243,11710570,오금동,9835551,4581926,5253626,2009292,1026419,1280379,1535712,1538066,2445683,1399093,1393669,1403429,1408413,1402980,1397855,1430112
20243,11710580,송파1동,6087327,2751557,3335770,759445,1093685,1338963,986586,778016,1130632,850625,852097,863077,866796,874201,902632,877900
20243,11710590,송파2동,3096612,1379695,1716917,680163,341602,469437,495823,430495,679092,440102,443590,445707,448747,449035,434577,434855
20243,11710600,석촌동,6574787,3069110,3505678,860326,975598,1451964,1143055,885777,1258068,924048,921780,936882,936217,935208,954658,965997
20243,11710610,삼전동,6297396,2882342,3415054,1011340,917492,1310258,1090467,803622,1164217,889349,888346,893963,895584,885225,915666,929263
20243,11710620,가락본동,8263765,4067625,4196139,1214348,1060491,1541067,1488523,1314105,1645230,1195849,1196539,1204619,1210529,1209116,1136562,1110551
20243,11710631,가락1동,759204,368269,390935,130978,69810,139821,142969,113068,162560,108559,107624,108557,108789,109967,109634,106072
20243,11710632,가락2동,6161273,2845142,3316131,1119025,716610,913020,984435,923457,1504727,877066,872552,883312,878333,874941,882400,892669
20243,11710641,문정1동,4308902,2057810,2251090,611562,656718,847587,749570,594065,849398,627349,620066,626308,628719,623536,589640,593284
20243,11710642,문정2동,2784565,1396902,1387663,291181,391244,601244,543231,426673,530993,420814,417280,419884,420439,417749,354259,334139
20243,11710646,장지동,7570249,3551830,4018419,1407515,868354,1268448,1289438,1106027,1630466,1074707,1072143,1078266,1077184,1069404,1081653,1116891
20243,11710647,위례동,3273202,1494576,1778626,1065291,268681,498583,623358,385571,431720,457786,454649,461003,461897,463383,485836,488648
20243,11710650,잠실본동,8370368,3950208,4420160,1293730,1372721,1639926,1474326,1127049,1462617,1163644,1161521,1178151,1180998,1198069,1257276,1230710
20243,11710670,잠실2동,2155569,967133,1188436,648126,217048,234541,432426,295994,327433,299939,299270,304547,303184,306300,322765,319565
20243,11710680,잠실3동,3705167,1650000,2055168,942802,421727,517614,687873,479686,655463,514409,516317,522364,529045,527676,554070,541287
20243,11710690,잠실4동,2277930,1051060,1226869,534938,250454,329696,432143,307829,422870,323759,324166,326879,327381,325559,326622,323564
20243,11710710,잠실6동,2369910,1106541,1263369,345274,330492,426907,482932,340525,443779,350530,354492,357985,358317,350839,309363,288385
20243,11710720,잠실7동,661988,296824,365163,112895,87933,99307,113851,98141,149861,92744,94845,95860,95806,94018,92906,95807
20243,11740515,강일동,3965921,1835531,2130389,947473,351108,527422,725784,543442,870690,565300,562614,564225,564561,558908,564807,585508
20243,11740520,상일동,3402768,1582786,1819983,719171,289423,486428,673682,483288,750775,484721,484658,490369,488891,486291,482359,485481
20243,11740530,명일1동,4841513,2157537,2683977,944835,492489,609672,827223,707260,1260034,668912,670754,683324,675038,681483,712084,749920
20243,11740540,명일2동,2134630,1009248,1125382,629364,196930,202600,332483,291111,482143,303953,305310,309801,308937,310097,302051,294481
20243,11740550,고덕1동,3729983,1860571,1869411,1273349,283735,382304,689153,435770,665670,531704,532317,539368,539777,532760,526853,527205
20243,11740560,고덕2동,2059421,983240,1076183,458841,178540,305087,385102,279847,452005,295189,293412,295592,297142,295388,291457,291244
20243,11740570,암사1동,8614617,4064228,4550388,1440256,957700,1271559,1438431,1363826,2142844,1207741,1202983,1205152,1204069,1193660,1273377,1327635
20243,11740580,암사2동,2357168,1112557,1244610,359191,279654,422092,397341,365174,533716,331582,329101,330585,330067,335152,351468,349214
20243,11740590,암사3동,1548928,726763,822165,401717,146404,197497,262737,217246,323329,221894,221997,223390,222539,222281,217946,218882
20243,11740600,천호1동,10601178,4930584,5670595,1839293,1165236,1573513,1715004,1613280,2694852,1507401,1504304,1512200,1507895,1494694,1520068,1554616
20243,11740610,천호2동,11231973,5379331,5852642,1483966,1438659,1911999,1830320,1749361,2817669,1586454,1583057,1599736,1596554,1603366,1629185,1633619
20243,11740620,천호3동,7375620,3493874,3881747,881566,1144997,1357038,1104986,1060969,1826065,1034535,1029490,1037706,1033453,1037585,1088761,1114091
20243,11740640,성내1동,5778800,2630361,3148439,1003495,645493,932600,978952,885268,1332993,839994,838902,841365,844596,839443,784119,790381
20243,11740650,성내2동,8341294,3951475,4389819,1126930,1183498,1445050,1256564,1255677,2073576,1168503,1164441,1173026,1173234,1170928,1234655,1256508
20243,11740660,성내3동,6690800,3177459,3513341,925195,893599,1034174,1161442,1058247,1618143,946672,945140,952766,955422,958813,960928,971059
20243,11740685,길동,17355779,7959274,9396505,2383184,2171537,2708472,2767469,2762346,4562772,2454559,2451325,2466839,2461927,2471580,2509073,2540476
20243,11740690,둔촌1동,8157,4281,3876,1720,769,1007,1391,1312,1958,1165,1172,1183,1191,1200,1119,1126
20243,11740700,둔촌2동,6672796,3181023,3491773,1217237,773572,954199,1060604,1018163,1649023,955697,952347,959104,955060,953325,938237,959027
20243,11110515,청운효자동,3461402,1444215,2017188,670093,458637,537247,595906,525387,674133,492762,488989,502744,503213,504487,490510,478697
20243,11110530,사직동,3743471,1708012,2035460,336632,579438,768955,774539,624369,659538,557362,565519,579804,583718,584846,455097,417124
20243,11110540,삼청동,954713,455120,499592,116550,151330,159911,181513,150166,195243,136768,137291,141937,141679,143075,133178,120784
20243,11110550,부암동,914885,412627,502258,185392,109811,103680,144832,149083,222087,131167,131718,132658,132369,131580,128409,126985
20243,11110560,평창동,838168,360187,477981,149827,82461,89303,122697,147528,246351,117466,118774,118844,118663,117186,122305,124931
20243,11110570,무악동,1863501,824641,1038860,337326,219884,228347,290700,285737,501506,263652,268320,270241,269944,267339,263305,260698
20243,11110580,교남동,3921696,1800934,2120762,810933,478335,501503,691520,610999,828406,561821,561034,562365,561468,556562,554098,564350
20243,11110600,가회동,1253677,619861,633816,191462,175203,222586,234984,200637,228803,187050,190405,190925,194691,195278,154166,141163
20243,11110615,종로1?2?3?4가동,13527970,7268960,6259010,666958,2717037,2785986,2620142,2192055,2545791,2080733,2102491,2143941,2154172,2192399,1614292,1239941
20243,11110630,종로5?6가동,5744525,2922644,2821882,358986,912550,894928,916709,1095322,1566031,864204,871141,876096,897195,895876,716742,623274
20243,11110640,이화동,4299805,1924852,2374955,440705,1048813,844612,689829,610064,665785,591387,624014,652094,648898,646435,592836,544144
20243,11110650,혜화동,8439896,3738843,4701053,1333791,2917242,1032273,996588,949683,1210320,1167263,1180521,1208767,1222736,1218973,1241196,1200438
20243,11110670,창신1동,2569374,1265999,1303375,134132,376867,388961,434171,484588,750654,381980,377613,375455,378890,377747,338603,339085
20243,11110680,창신2동,4912642,2369744,2542898,360966,751592,584676,606298,1050145,1558963,695234,699172,699662,698597,690477,707089,722412
20243,11110690,창신3동,1190668,555260,635406,160036,157115,173484,181813,199852,318367,168647,167635,167376,166549,164906,172666,182886
20243,11110700,숭인1동,2058999,985666,1073333,190514,302391,317725,311076,372020,565276,291127,291070,292003,292778,290271,299490,302262
20243,11110710,숭인2동,5475278,2691106,2784172,414374,1065951,902801,788144,941413,1362596,769994,771699,777533,777372,784218,788803,805658
20243,11140520,소공동,2710749,1349841,1360908,183402,469639,681638,638239,429483,308348,441184,454772,454030,465187,458718,242260,194596
20243,11140540,회현동,4322078,2014967,2307111,149855,551213,973374,989854,775436,882345,697766,709238,704446,723781,719528,443504,323814
20243,11140550,명동,5515367,2733570,2781797,344562,1107437,1328929,1251756,833657,649025,888189,899241,905551,912945,908727,532298,468416
20243,11140570,필동,2394253,1266050,1128203,184972,529781,453184,425842,397348,403126,368200,378081,379699,387046,387355,262841,231029
20243,11140580,장충동,2054968,1021172,1033796,132655,578387,393738,327646,287062,335481,301607,307317,308156,313994,308875,262731,252288
20243,11140590,광희동,6429294,3249266,3180029,368613,1377465,1382446,1195857,991288,1113624,979893,992014,1005280,1028548,1015873,746951,660735
20243,11140605,을지로동,4707696,2660432,2047264,173389,744762,950449,957762,909004,972331,758371,769750,776976,788822,808952,466207,338619
20243,11140615,신당동,5202273,2513657,2688616,291191,898200,1069163,921279,901089,1121352,768115,774992,785355,795977,776418,658523,642894
20243,11140625,다산동,4029921,1888581,2141340,459872,628661,749632,673390,610738,907627,585889,589370,592490,595900,597837,540339,528095
